ticket_id,cliente_id,fecha_creacion,tiempo_resolucion_horas,csat_score
TCK-05108,CLI-0527,2026-01-09,59.0,2
TCK-05109,CLI-0527,2026-03-19,58.0,2
TCK-05110,CLI-0528,2026-01-18,1.4,4
TCK-05111,CLI-0528,2026-01-17,7.6,5
TCK-05112,CLI-0528,2026-03-24,1.0,3
TCK-05113,CLI-0528,2026-03-20,10.2,4
TCK-05114,CLI-0528,2026-05-20,8.6,5
TCK-05115,CLI-0528,2026-05-10,2.6,3
TCK-05116,CLI-0528,2026-01-09,5.6,5
TCK-05117,CLI-0528,2026-03-22,3.1,4
TCK-05118,CLI-0528,2026-01-26,7.0,5
TCK-05119,CLI-0529,2026-01-13,9.0,3
TCK-05120,CLI-0529,2026-02-26,15.4,5
TCK-05121,CLI-0529,2026-02-18,6.0,5
TCK-05122,CLI-0529,2026-03-14,1.7,5
TCK-05123,CLI-0529,2026-04-11,14.6,4
TCK-05124,CLI-0530,2026-04-04,0.5,5
TCK-05125,CLI-0530,2026-03-05,5.4,4
TCK-05126,CLI-0530,2026-02-27,3.7,5
TCK-05127,CLI-0530,2026-04-17,0.5,5
TCK-05128,CLI-0530,2026-02-21,3.2,5
TCK-05129,CLI-0530,2026-03-02,9.9,3
TCK-05130,CLI-0530,2026-01-02,7.6,5
TCK-05131,CLI-0530,2026-03-22,0.5,5
TCK-05132,CLI-0530,2026-05-04,5.0,4
TCK-05133,CLI-0530,2026-04-05,0.7,5
TCK-05134,CLI-0530,2026-03-19,0.5,4
TCK-05135,CLI-0531,2026-02-19,70.6,1
TCK-05136,CLI-0531,2026-04-30,60.3,1
TCK-05137,CLI-0531,2026-01-14,34.2,3
TCK-05138,CLI-0531,2026-01-01,85.9,1
TCK-05139,CLI-0531,2026-05-28,98.4,3
TCK-05140,CLI-0531,2026-05-19,121.3,2
TCK-05141,CLI-0531,2026-03-14,45.1,1
TCK-05142,CLI-0531,2026-01-31,36.1,2
TCK-05143,CLI-0531,2026-04-14,50.9,2
TCK-05144,CLI-0531,2026-03-09,58.3,2
TCK-05145,CLI-0531,2026-03-01,43.6,1
TCK-05146,CLI-0531,2026-04-26,61.4,2
TCK-05147,CLI-0531,2026-04-25,83.2,1
TCK-05148,CLI-0531,2026-01-09,46.9,1
TCK-05149,CLI-0531,2026-02-07,42.7,1
TCK-05150,CLI-0531,2026-01-25,38.6,1
TCK-05151,CLI-0531,2026-04-29,38.3,1
TCK-05152,CLI-0531,2026-01-03,123.0,1
TCK-05153,CLI-0531,2026-03-11,72.9,1
TCK-05154,CLI-0531,2026-04-23,29.5,1
TCK-05155,CLI-0531,2026-01-16,105.1,1
TCK-05156,CLI-0531,2026-01-29,57.0,2
TCK-05157,CLI-0531,2026-02-17,134.6,1
TCK-05158,CLI-0531,2026-03-29,184.3,1
TCK-05159,CLI-0531,2026-02-13,143.2,1
TCK-05160,CLI-0532,2026-05-22,12.5,5
TCK-05161,CLI-0532,2026-02-27,3.6,5
TCK-05162,CLI-0532,2026-02-24,11.0,5
TCK-05163,CLI-0532,2026-05-25,0.5,5
TCK-05164,CLI-0532,2026-05-01,8.6,5
TCK-05165,CLI-0532,2026-01-24,13.7,5
TCK-05166,CLI-0532,2026-04-25,3.8,4
TCK-05167,CLI-0532,2026-05-19,0.5,5
TCK-05168,CLI-0532,2026-04-06,1.5,5
TCK-05169,CLI-0532,2026-04-08,8.0,4
TCK-05170,CLI-0532,2026-05-16,0.5,5
TCK-05171,CLI-0532,2026-01-28,4.0,4
TCK-05172,CLI-0532,2026-04-27,5.0,5
TCK-05173,CLI-0532,2026-04-07,0.8,5
TCK-05174,CLI-0533,2026-04-24,5.4,4
TCK-05175,CLI-0533,2026-04-06,1.1,3
TCK-05176,CLI-0533,2026-01-10,1.1,4
TCK-05177,CLI-0533,2026-04-01,7.9,5
TCK-05178,CLI-0533,2026-01-25,3.4,5
TCK-05179,CLI-0533,2026-05-07,12.5,5
TCK-05180,CLI-0533,2026-03-02,8.8,4
TCK-05181,CLI-0534,2026-05-25,78.6,1
TCK-05182,CLI-0534,2026-03-03,123.0,2
TCK-05183,CLI-0534,2026-01-08,51.6,3
TCK-05184,CLI-0534,2026-01-18,109.4,3
TCK-05185,CLI-0534,2026-01-15,48.1,2
TCK-05186,CLI-0534,2026-03-30,79.0,1
TCK-05187,CLI-0534,2026-04-03,53.3,1
TCK-05188,CLI-0534,2026-05-31,47.4,3
TCK-05189,CLI-0534,2026-01-22,56.5,1
TCK-05190,CLI-0534,2026-04-07,47.3,1
TCK-05191,CLI-0534,2026-05-21,91.4,1
TCK-05192,CLI-0534,2026-02-18,69.1,1
TCK-05193,CLI-0534,2026-03-05,88.0,1
TCK-05194,CLI-0534,2026-01-19,105.7,3
TCK-05195,CLI-0534,2026-05-05,115.5,3
TCK-05196,CLI-0535,2026-05-31,30.6,2
TCK-05197,CLI-0535,2026-02-24,139.8,2
TCK-05198,CLI-0535,2026-04-07,69.9,2
TCK-05199,CLI-0535,2026-03-15,57.2,3
TCK-05200,CLI-0535,2026-05-08,57.4,1
TCK-05201,CLI-0535,2026-01-08,96.1,1
TCK-05202,CLI-0535,2026-05-13,77.8,1
TCK-05203,CLI-0535,2026-03-07,47.9,1
TCK-05204,CLI-0535,2026-03-18,118.5,2
TCK-05205,CLI-0535,2026-01-12,68.6,3
TCK-05206,CLI-0535,2026-04-09,52.1,1
TCK-05207,CLI-0535,2026-03-31,118.3,2
TCK-05208,CLI-0535,2026-03-17,56.4,3
TCK-05209,CLI-0535,2026-04-01,38.1,3
TCK-05210,CLI-0535,2026-02-08,77.3,1
TCK-05211,CLI-0535,2026-03-27,30.1,1
TCK-05212,CLI-0535,2026-05-27,83.1,2
TCK-05213,CLI-0535,2026-02-21,52.2,2
TCK-05214,CLI-0535,2026-04-05,97.7,2
TCK-05215,CLI-0535,2026-04-30,64.8,3
TCK-05216,CLI-0535,2026-01-06,66.8,2
TCK-05217,CLI-0535,2026-05-08,55.6,2
TCK-05218,CLI-0535,2026-04-08,91.3,3
TCK-05219,CLI-0535,2026-04-05,51.7,1
TCK-05220,CLI-0536,2026-01-02,3.0,5
TCK-05221,CLI-0536,2026-05-28,4.9,4
TCK-05222,CLI-0536,2026-03-08,0.8,5
TCK-05223,CLI-0536,2026-04-11,1.6,5
TCK-05224,CLI-0536,2026-02-16,4.6,5
TCK-05225,CLI-0536,2026-01-04,1.4,5
TCK-05226,CLI-0536,2026-05-01,4.2,4
TCK-05227,CLI-0537,2026-05-18,1.2,4
TCK-05228,CLI-0537,2026-03-24,2.9,5
TCK-05229,CLI-0537,2026-04-19,7.1,3
TCK-05230,CLI-0537,2026-02-07,3.4,4
TCK-05231,CLI-0537,2026-02-16,2.9,4
TCK-05232,CLI-0537,2026-04-26,3.2,5
TCK-05233,CLI-0537,2026-01-29,4.6,4
TCK-05234,CLI-0537,2026-05-29,14.5,4
TCK-05235,CLI-0538,2026-02-10,67.4,2
TCK-05236,CLI-0538,2026-04-16,104.4,1
TCK-05237,CLI-0538,2026-01-07,95.5,1
TCK-05238,CLI-0538,2026-02-02,33.0,2
TCK-05239,CLI-0538,2026-04-09,135.7,1
TCK-05240,CLI-0538,2026-01-17,77.3,2
TCK-05241,CLI-0538,2026-02-01,60.0,3
TCK-05242,CLI-0538,2026-05-24,56.9,1
TCK-05243,CLI-0538,2026-04-22,25.1,1
TCK-05244,CLI-0538,2026-05-12,49.7,1
TCK-05245,CLI-0538,2026-01-06,80.8,2
TCK-05246,CLI-0538,2026-01-31,67.9,2
TCK-05247,CLI-0538,2026-01-07,40.4,2
TCK-05248,CLI-0538,2026-02-26,56.2,2
TCK-05249,CLI-0538,2026-04-22,61.7,3
TCK-05250,CLI-0538,2026-01-01,72.5,2
TCK-05251,CLI-0539,2026-05-31,136.0,3
TCK-05252,CLI-0539,2026-01-18,46.1,1
TCK-05253,CLI-0539,2026-05-31,95.5,2
TCK-05254,CLI-0539,2026-03-13,56.5,1
TCK-05255,CLI-0539,2026-05-27,44.7,3
TCK-05256,CLI-0539,2026-01-01,64.1,2
TCK-05257,CLI-0539,2026-05-23,45.2,1
TCK-05258,CLI-0539,2026-01-18,75.7,2
TCK-05259,CLI-0539,2026-04-30,76.6,1
TCK-05260,CLI-0539,2026-01-13,33.3,2
TCK-05261,CLI-0539,2026-01-13,52.8,2
TCK-05262,CLI-0539,2026-02-20,58.4,1
TCK-05263,CLI-0539,2026-02-04,64.0,1
TCK-05264,CLI-0539,2026-05-08,100.4,3
TCK-05265,CLI-0539,2026-04-14,107.9,1
TCK-05266,CLI-0539,2026-02-13,35.5,3
TCK-05267,CLI-0539,2026-05-16,69.4,2
TCK-05268,CLI-0539,2026-01-07,72.3,1
TCK-05269,CLI-0539,2026-03-30,86.9,1
TCK-05270,CLI-0539,2026-05-15,111.7,1
TCK-05271,CLI-0539,2026-04-29,52.2,1
TCK-05272,CLI-0540,2026-04-30,0.6,5
TCK-05273,CLI-0540,2026-05-06,1.0,5
TCK-05274,CLI-0540,2026-05-07,2.5,5
TCK-05275,CLI-0540,2026-01-13,1.4,4
TCK-05276,CLI-0540,2026-01-22,0.8,5
TCK-05277,CLI-0540,2026-03-13,0.5,4
TCK-05278,CLI-0540,2026-05-31,3.0,4
TCK-05279,CLI-0540,2026-04-29,2.4,4
TCK-05280,CLI-0540,2026-02-04,1.3,5
TCK-05281,CLI-0540,2026-04-09,0.5,4
TCK-05282,CLI-0541,2026-05-10,7.4,4
TCK-05283,CLI-0541,2026-02-03,0.5,3
TCK-05284,CLI-0541,2026-01-26,2.7,4
TCK-05285,CLI-0541,2026-01-27,6.1,5
TCK-05286,CLI-0541,2026-05-25,7.4,4
TCK-05287,CLI-0541,2026-03-27,4.9,5
TCK-05288,CLI-0541,2026-04-20,0.5,5
TCK-05289,CLI-0541,2026-04-13,6.3,5
TCK-05290,CLI-0541,2026-03-20,1.6,4
TCK-05291,CLI-0541,2026-04-22,1.4,4
TCK-05292,CLI-0542,2026-01-08,6.2,3
TCK-05293,CLI-0542,2026-05-06,8.9,4
TCK-05294,CLI-0542,2026-04-26,3.2,4
TCK-05295,CLI-0542,2026-02-21,13.9,4
TCK-05296,CLI-0542,2026-03-23,9.2,4
TCK-05297,CLI-0542,2026-04-03,0.5,5
TCK-05298,CLI-0542,2026-04-10,20.8,5
TCK-05299,CLI-0542,2026-05-25,4.7,4
TCK-05300,CLI-0542,2026-01-29,1.7,4
TCK-05301,CLI-0542,2026-02-12,0.8,4
TCK-05302,CLI-0542,2026-02-08,3.3,3
TCK-05303,CLI-0543,2026-01-10,2.2,4
TCK-05304,CLI-0543,2026-04-01,1.0,3
TCK-05305,CLI-0543,2026-01-31,3.3,4
TCK-05306,CLI-0543,2026-02-22,0.5,4
TCK-05307,CLI-0543,2026-04-05,3.7,4
TCK-05308,CLI-0543,2026-04-13,1.4,5
TCK-05309,CLI-0544,2026-03-03,1.1,5
TCK-05310,CLI-0544,2026-05-26,1.7,4
TCK-05311,CLI-0544,2026-04-28,3.7,5
TCK-05312,CLI-0544,2026-03-14,3.4,5
TCK-05313,CLI-0544,2026-05-16,0.6,5
TCK-05314,CLI-0544,2026-02-14,3.9,5
TCK-05315,CLI-0544,2026-04-01,1.9,4
TCK-05316,CLI-0544,2026-01-12,8.7,5
TCK-05317,CLI-0545,2026-01-13,13.7,3
TCK-05318,CLI-0545,2026-05-07,4.9,5
TCK-05319,CLI-0545,2026-04-02,1.0,3
TCK-05320,CLI-0545,2026-01-28,0.5,4
TCK-05321,CLI-0545,2026-04-19,8.3,5
TCK-05322,CLI-0545,2026-04-30,11.6,4
TCK-05323,CLI-0545,2026-03-10,6.5,5
TCK-05324,CLI-0546,2026-05-15,2.3,4
TCK-05325,CLI-0546,2026-04-17,0.9,5
TCK-05326,CLI-0546,2026-05-02,3.7,5
TCK-05327,CLI-0546,2026-02-18,0.6,5
TCK-05328,CLI-0546,2026-04-03,6.8,3
TCK-05329,CLI-0546,2026-05-19,0.5,5
TCK-05330,CLI-0546,2026-01-31,2.1,4
TCK-05331,CLI-0546,2026-05-22,9.2,4
TCK-05332,CLI-0546,2026-02-03,5.0,5
TCK-05333,CLI-0547,2026-01-29,4.2,4
TCK-05334,CLI-0547,2026-05-06,1.9,5
TCK-05335,CLI-0547,2026-05-08,4.6,3
TCK-05336,CLI-0547,2026-03-09,22.1,5
TCK-05337,CLI-0547,2026-05-11,1.3,5
TCK-05338,CLI-0547,2026-04-26,1.6,5
TCK-05339,CLI-0547,2026-03-14,7.6,4
TCK-05340,CLI-0547,2026-05-08,4.1,4
TCK-05341,CLI-0547,2026-04-26,7.1,4
TCK-05342,CLI-0548,2026-03-03,1.6,5
TCK-05343,CLI-0548,2026-04-06,8.8,5
TCK-05344,CLI-0548,2026-03-27,8.8,5
TCK-05345,CLI-0548,2026-05-21,0.5,4
TCK-05346,CLI-0548,2026-03-20,12.2,4
TCK-05347,CLI-0548,2026-02-25,10.3,3
TCK-05348,CLI-0548,2026-05-18,3.5,5
TCK-05349,CLI-0548,2026-03-02,1.5,5
TCK-05350,CLI-0549,2026-04-06,0.6,4
TCK-05351,CLI-0549,2026-04-09,1.8,4
TCK-05352,CLI-0550,2026-05-29,1.9,3
TCK-05353,CLI-0550,2026-05-01,0.5,5
TCK-05354,CLI-0550,2026-02-01,3.3,4
TCK-05355,CLI-0550,2026-02-15,0.5,5
TCK-05356,CLI-0550,2026-03-31,0.7,4
TCK-05357,CLI-0550,2026-02-07,3.6,4
TCK-05358,CLI-0550,2026-01-10,1.1,3
TCK-05359,CLI-0550,2026-01-21,4.4,4
TCK-05360,CLI-0550,2026-02-21,10.5,5
TCK-05361,CLI-0550,2026-01-16,4.1,5
TCK-05362,CLI-0550,2026-04-08,1.2,5
TCK-05363,CLI-0551,2026-03-07,0.6,5
TCK-05364,CLI-0551,2026-04-20,1.2,4
TCK-05365,CLI-0551,2026-05-28,1.3,5
TCK-05366,CLI-0551,2026-02-01,2.1,5
TCK-05367,CLI-0551,2026-02-08,2.0,4
TCK-05368,CLI-0551,2026-04-08,4.3,5
TCK-05369,CLI-0551,2026-05-06,4.8,4
TCK-05370,CLI-0551,2026-01-29,1.9,4
TCK-05371,CLI-0552,2026-05-28,1.5,5
TCK-05372,CLI-0552,2026-01-23,4.8,5
TCK-05373,CLI-0552,2026-05-26,7.3,5
TCK-05374,CLI-0552,2026-04-18,1.6,4
TCK-05375,CLI-0552,2026-05-30,1.1,4
TCK-05376,CLI-0552,2026-05-28,14.8,3
TCK-05377,CLI-0552,2026-02-18,10.5,4
TCK-05378,CLI-0552,2026-02-23,2.1,3
TCK-05379,CLI-0552,2026-04-05,0.5,3
TCK-05380,CLI-0552,2026-03-03,2.1,5
TCK-05381,CLI-0552,2026-01-10,1.1,5
TCK-05382,CLI-0553,2026-02-24,12.4,5
TCK-05383,CLI-0553,2026-01-20,8.2,4
TCK-05384,CLI-0553,2026-03-04,0.5,4
TCK-05385,CLI-0553,2026-05-23,23.0,5
TCK-05386,CLI-0553,2026-05-03,0.5,4
TCK-05387,CLI-0553,2026-05-23,1.9,5
TCK-05388,CLI-0553,2026-02-25,8.7,4
TCK-05389,CLI-0553,2026-01-11,3.8,5
TCK-05390,CLI-0554,2026-03-24,2.2,4
TCK-05391,CLI-0554,2026-04-11,0.5,5
TCK-05392,CLI-0554,2026-05-16,10.2,5
TCK-05393,CLI-0554,2026-02-03,2.0,5
TCK-05394,CLI-0554,2026-05-12,7.5,4
TCK-05395,CLI-0554,2026-05-03,3.8,4
TCK-05396,CLI-0554,2026-04-06,2.4,3
TCK-05397,CLI-0555,2026-03-01,2.7,5
TCK-05398,CLI-0555,2026-03-02,1.1,5
TCK-05399,CLI-0555,2026-03-26,3.6,5
TCK-05400,CLI-0555,2026-03-26,11.6,3
TCK-05401,CLI-0555,2026-02-15,5.9,5
TCK-05402,CLI-0555,2026-04-19,12.5,5
TCK-05403,CLI-0555,2026-02-13,0.5,4
TCK-05404,CLI-0555,2026-01-14,0.8,5
TCK-05405,CLI-0555,2026-02-04,6.9,5
TCK-05406,CLI-0555,2026-03-12,19.4,4
TCK-05407,CLI-0555,2026-05-21,5.1,5
TCK-05408,CLI-0555,2026-05-06,2.1,4
TCK-05409,CLI-0556,2026-03-06,0.7,5
TCK-05410,CLI-0556,2026-05-03,4.5,4
TCK-05411,CLI-0556,2026-05-10,3.7,4
TCK-05412,CLI-0556,2026-02-01,12.2,4
TCK-05413,CLI-0556,2026-01-30,0.9,5
TCK-05414,CLI-0556,2026-02-17,1.5,5
TCK-05415,CLI-0556,2026-05-23,7.4,4
TCK-05416,CLI-0557,2026-02-10,72.0,1
TCK-05417,CLI-0557,2026-04-14,77.6,1
TCK-05418,CLI-0557,2026-05-31,85.6,3
TCK-05419,CLI-0557,2026-02-20,124.7,1
TCK-05420,CLI-0557,2026-03-16,121.8,2
TCK-05421,CLI-0557,2026-04-05,81.3,1
TCK-05422,CLI-0557,2026-02-01,74.8,2
TCK-05423,CLI-0557,2026-04-26,52.6,1
TCK-05424,CLI-0557,2026-03-01,53.8,2
TCK-05425,CLI-0557,2026-05-27,62.1,3
TCK-05426,CLI-0557,2026-02-12,104.5,1
TCK-05427,CLI-0557,2026-02-02,136.5,1
TCK-05428,CLI-0557,2026-02-05,77.8,1
TCK-05429,CLI-0558,2026-05-29,75.1,1
TCK-05430,CLI-0558,2026-02-26,37.4,2
TCK-05431,CLI-0558,2026-01-22,116.7,3
TCK-05432,CLI-0558,2026-04-23,77.3,1
TCK-05433,CLI-0558,2026-04-28,91.7,3
TCK-05434,CLI-0558,2026-05-11,63.7,3
TCK-05435,CLI-0558,2026-04-21,89.9,2
TCK-05436,CLI-0558,2026-03-27,64.9,1
TCK-05437,CLI-0558,2026-01-03,102.8,2
TCK-05438,CLI-0558,2026-03-04,151.7,1
TCK-05439,CLI-0558,2026-05-26,28.8,3
TCK-05440,CLI-0558,2026-03-12,45.7,2
TCK-05441,CLI-0558,2026-04-23,57.0,1
TCK-05442,CLI-0558,2026-04-06,69.5,1
TCK-05443,CLI-0558,2026-01-15,71.9,1
TCK-05444,CLI-0558,2026-03-22,61.1,3
TCK-05445,CLI-0558,2026-03-25,36.4,3
TCK-05446,CLI-0558,2026-05-04,46.3,1
TCK-05447,CLI-0558,2026-05-07,40.1,1
TCK-05448,CLI-0558,2026-05-04,85.9,1
TCK-05449,CLI-0558,2026-05-25,41.3,3
TCK-05450,CLI-0558,2026-01-21,99.9,1
TCK-05451,CLI-0558,2026-04-28,43.2,1
TCK-05452,CLI-0559,2026-03-18,36.4,1
TCK-05453,CLI-0559,2026-02-22,61.3,2
TCK-05454,CLI-0559,2026-01-19,62.9,1
TCK-05455,CLI-0559,2026-02-02,70.0,1
TCK-05456,CLI-0559,2026-03-19,86.9,3
TCK-05457,CLI-0559,2026-02-24,38.3,2
TCK-05458,CLI-0559,2026-03-19,92.5,1
TCK-05459,CLI-0559,2026-03-23,57.2,2
TCK-05460,CLI-0559,2026-02-22,63.0,3
TCK-05461,CLI-0559,2026-03-31,101.8,2
TCK-05462,CLI-0559,2026-03-05,66.1,2
TCK-05463,CLI-0560,2026-05-09,0.7,4
TCK-05464,CLI-0560,2026-01-20,2.7,5
TCK-05465,CLI-0560,2026-01-18,1.0,4
TCK-05466,CLI-0560,2026-03-26,4.7,5
TCK-05467,CLI-0560,2026-05-07,0.5,3
TCK-05468,CLI-0560,2026-04-01,0.8,5
TCK-05469,CLI-0560,2026-01-09,5.6,5
TCK-05470,CLI-0560,2026-05-31,5.5,5
TCK-05471,CLI-0560,2026-02-06,2.9,5
TCK-05472,CLI-0561,2026-04-28,0.8,5
TCK-05473,CLI-0561,2026-02-10,2.8,5
TCK-05474,CLI-0562,2026-01-13,5.0,5
TCK-05475,CLI-0562,2026-03-11,3.1,3
TCK-05476,CLI-0562,2026-05-12,0.5,5
TCK-05477,CLI-0562,2026-01-09,0.5,5
TCK-05478,CLI-0562,2026-02-18,25.4,5
TCK-05479,CLI-0562,2026-04-08,6.4,4
TCK-05480,CLI-0562,2026-04-06,5.5,5
TCK-05481,CLI-0562,2026-04-26,8.7,5
TCK-05482,CLI-0562,2026-04-01,6.9,5
TCK-05483,CLI-0563,2026-04-17,0.5,5
TCK-05484,CLI-0563,2026-02-17,6.9,4
TCK-05485,CLI-0563,2026-03-07,8.1,4
TCK-05486,CLI-0563,2026-02-20,10.9,4
TCK-05487,CLI-0563,2026-02-21,8.1,5
TCK-05488,CLI-0563,2026-05-28,0.5,5
TCK-05489,CLI-0563,2026-01-26,6.3,4
TCK-05490,CLI-0563,2026-04-15,3.8,4
TCK-05491,CLI-0564,2026-05-18,3.5,5
TCK-05492,CLI-0564,2026-04-07,8.3,3
TCK-05493,CLI-0564,2026-04-28,6.8,4
TCK-05494,CLI-0564,2026-01-02,5.7,3
TCK-05495,CLI-0564,2026-05-14,3.6,5
TCK-05496,CLI-0564,2026-05-18,0.6,5
TCK-05497,CLI-0565,2026-03-22,3.1,5
TCK-05498,CLI-0565,2026-03-25,3.5,5
TCK-05499,CLI-0565,2026-01-05,8.1,5
TCK-05500,CLI-0565,2026-04-13,4.1,4
TCK-05501,CLI-0565,2026-05-27,3.6,4
TCK-05502,CLI-0565,2026-03-11,1.3,5
TCK-05503,CLI-0565,2026-02-28,0.5,5
TCK-05504,CLI-0565,2026-05-29,8.6,5
TCK-05505,CLI-0566,2026-03-11,13.8,3
TCK-05506,CLI-0566,2026-03-10,2.5,5
TCK-05507,CLI-0566,2026-01-28,14.8,4
TCK-05508,CLI-0566,2026-01-16,3.4,5
TCK-05509,CLI-0566,2026-01-18,2.6,4
TCK-05510,CLI-0567,2026-01-05,11.3,5
TCK-05511,CLI-0567,2026-03-18,0.8,5
TCK-05512,CLI-0567,2026-02-07,5.6,5
TCK-05513,CLI-0567,2026-05-05,9.3,4
TCK-05514,CLI-0567,2026-05-02,1.5,5
TCK-05515,CLI-0567,2026-03-08,1.8,4
TCK-05516,CLI-0567,2026-02-19,0.5,5
TCK-05517,CLI-0568,2026-03-31,1.9,5
TCK-05518,CLI-0568,2026-03-13,0.9,4
TCK-05519,CLI-0568,2026-05-30,0.5,5
TCK-05520,CLI-0568,2026-02-08,6.5,4
TCK-05521,CLI-0568,2026-01-30,2.8,4
TCK-05522,CLI-0568,2026-01-01,2.4,5
TCK-05523,CLI-0568,2026-01-28,0.7,5
TCK-05524,CLI-0568,2026-05-15,0.5,4
TCK-05525,CLI-0568,2026-01-19,9.4,4
TCK-05526,CLI-0568,2026-05-10,6.1,3
TCK-05527,CLI-0569,2026-05-20,2.6,4
TCK-05528,CLI-0569,2026-04-17,0.5,4
TCK-05529,CLI-0569,2026-01-30,26.7,4
TCK-05530,CLI-0569,2026-02-24,0.9,5
TCK-05531,CLI-0569,2026-02-09,4.6,5
TCK-05532,CLI-0569,2026-05-31,5.3,4
TCK-05533,CLI-0569,2026-03-04,3.5,4
TCK-05534,CLI-0569,2026-04-05,1.5,5
TCK-05535,CLI-0569,2026-04-25,6.5,5
TCK-05536,CLI-0569,2026-03-24,0.5,4
TCK-05537,CLI-0569,2026-02-23,4.1,3
TCK-05538,CLI-0569,2026-05-16,9.4,3
TCK-05539,CLI-0570,2026-03-20,3.4,3
TCK-05540,CLI-0570,2026-05-09,0.7,4
TCK-05541,CLI-0570,2026-01-20,0.5,3
TCK-05542,CLI-0570,2026-01-26,0.7,4
TCK-05543,CLI-0570,2026-01-23,6.9,3
TCK-05544,CLI-0570,2026-03-25,20.6,4
TCK-05545,CLI-0570,2026-05-08,1.9,4
TCK-05546,CLI-0570,2026-01-10,4.6,3
TCK-05547,CLI-0570,2026-02-18,0.5,3
TCK-05548,CLI-0570,2026-03-18,5.5,4
TCK-05549,CLI-0570,2026-04-28,2.9,5
TCK-05550,CLI-0571,2026-04-05,2.6,5
TCK-05551,CLI-0571,2026-04-12,1.4,5
TCK-05552,CLI-0571,2026-01-14,2.3,5
TCK-05553,CLI-0571,2026-01-24,3.4,5
TCK-05554,CLI-0572,2026-04-16,14.2,4
TCK-05555,CLI-0572,2026-03-15,2.7,5
TCK-05556,CLI-0572,2026-02-11,6.4,4
TCK-05557,CLI-0572,2026-04-09,0.5,5
TCK-05558,CLI-0572,2026-02-17,2.7,5
TCK-05559,CLI-0572,2026-03-19,6.3,4
TCK-05560,CLI-0572,2026-03-27,3.5,4
TCK-05561,CLI-0572,2026-03-24,3.1,4
TCK-05562,CLI-0572,2026-03-14,2.3,5
TCK-05563,CLI-0573,2026-04-17,4.2,5
TCK-05564,CLI-0573,2026-02-11,0.9,5
TCK-05565,CLI-0573,2026-01-01,7.1,5
TCK-05566,CLI-0573,2026-02-15,0.9,5
TCK-05567,CLI-0573,2026-02-01,0.5,3
TCK-05568,CLI-0574,2026-03-01,144.6,1
TCK-05569,CLI-0574,2026-03-29,23.4,1
TCK-05570,CLI-0574,2026-03-06,87.2,2
TCK-05571,CLI-0574,2026-04-10,80.2,1
TCK-05572,CLI-0574,2026-02-13,53.8,2
TCK-05573,CLI-0574,2026-02-06,40.2,2
TCK-05574,CLI-0574,2026-03-05,24.7,2
TCK-05575,CLI-0574,2026-05-26,101.3,2
TCK-05576,CLI-0574,2026-03-14,32.6,2
TCK-05577,CLI-0574,2026-01-02,113.6,2
TCK-05578,CLI-0574,2026-05-06,56.9,1
TCK-05579,CLI-0574,2026-01-22,76.1,2
TCK-05580,CLI-0574,2026-04-24,78.1,2
TCK-05581,CLI-0574,2026-03-05,157.0,3
TCK-05582,CLI-0574,2026-03-17,48.6,1
TCK-05583,CLI-0574,2026-02-28,46.0,2
TCK-05584,CLI-0574,2026-03-12,73.0,1
TCK-05585,CLI-0574,2026-04-09,56.8,1
TCK-05586,CLI-0574,2026-04-09,163.8,1
TCK-05587,CLI-0575,2026-01-16,2.5,5
TCK-05588,CLI-0575,2026-03-29,4.0,4
TCK-05589,CLI-0575,2026-03-08,8.5,4
TCK-05590,CLI-0575,2026-05-01,5.7,5
TCK-05591,CLI-0575,2026-01-13,11.6,5
TCK-05592,CLI-0575,2026-01-13,3.5,4
TCK-05593,CLI-0575,2026-04-17,3.5,5
TCK-05594,CLI-0575,2026-01-13,0.5,4
TCK-05595,CLI-0576,2026-03-05,10.1,3
TCK-05596,CLI-0576,2026-05-27,1.5,5
TCK-05597,CLI-0576,2026-05-15,2.9,4
TCK-05598,CLI-0576,2026-01-20,2.6,5
TCK-05599,CLI-0576,2026-01-14,0.5,3
TCK-05600,CLI-0576,2026-04-24,0.5,5
TCK-05601,CLI-0576,2026-05-28,0.5,4
TCK-05602,CLI-0576,2026-04-02,9.8,3
TCK-05603,CLI-0576,2026-01-28,2.3,4
TCK-05604,CLI-0577,2026-04-11,10.9,4
TCK-05605,CLI-0577,2026-02-18,5.9,4
TCK-05606,CLI-0577,2026-03-28,0.5,3
TCK-05607,CLI-0577,2026-02-04,2.9,5
TCK-05608,CLI-0577,2026-01-20,1.0,5
TCK-05609,CLI-0578,2026-03-08,6.9,4
TCK-05610,CLI-0578,2026-01-22,6.3,5
TCK-05611,CLI-0578,2026-02-15,2.1,4
TCK-05612,CLI-0578,2026-01-01,5.3,5
TCK-05613,CLI-0578,2026-02-13,6.5,5
TCK-05614,CLI-0578,2026-02-12,5.0,4
TCK-05615,CLI-0578,2026-03-16,5.3,3
TCK-05616,CLI-0578,2026-01-28,3.4,5
TCK-05617,CLI-0578,2026-05-05,11.9,5
TCK-05618,CLI-0579,2026-03-28,1.9,5
TCK-05619,CLI-0579,2026-04-13,0.5,5
TCK-05620,CLI-0579,2026-01-18,0.6,4
TCK-05621,CLI-0579,2026-04-09,2.8,4
TCK-05622,CLI-0579,2026-05-12,6.2,3
TCK-05623,CLI-0580,2026-01-11,0.5,5
TCK-05624,CLI-0580,2026-03-28,2.9,5
