cliente_id,periodo_reportado,logins_periodo,tiempo_uso_promedio_min,reportes_generados
CLI-0417,2026-W10,3,16.72,2
CLI-0418,2026-W01,8,23.65,7
CLI-0418,2026-W02,6,23.3,5
CLI-0418,2026-W03,6,20.62,6
CLI-0418,2026-W04,10,26.54,10
CLI-0418,2026-W05,6,16.71,3
CLI-0418,2026-W06,7,21.87,4
CLI-0418,2026-W07,6,27.2,6
CLI-0418,2026-W08,8,24.03,5
CLI-0418,2026-W09,5,27.84,3
CLI-0418,2026-W10,2,26.17,2
CLI-0419,2026-W01,9,19.84,5
CLI-0419,2026-W02,10,21.68,9
CLI-0419,2026-W03,8,23.7,7
CLI-0419,2026-W04,14,28.72,12
CLI-0419,2026-W05,9,17.44,8
CLI-0419,2026-W06,8,17.93,6
CLI-0419,2026-W07,9,22.7,9
CLI-0419,2026-W08,5,22.41,4
CLI-0419,2026-W09,6,22.76,6
CLI-0419,2026-W10,6,22.14,4
CLI-0420,2026-W01,9,21.73,8
CLI-0420,2026-W02,7,23.02,6
CLI-0420,2026-W03,9,16.46,5
CLI-0420,2026-W04,8,28.59,8
CLI-0420,2026-W05,9,22.29,9
CLI-0420,2026-W06,9,24.26,6
CLI-0420,2026-W07,9,11.88,8
CLI-0420,2026-W08,4,27.02,3
CLI-0420,2026-W09,4,24.01,4
CLI-0420,2026-W10,7,17.02,6
CLI-0421,2026-W01,8,23.01,7
CLI-0421,2026-W02,12,18.88,9
CLI-0421,2026-W03,10,23.76,10
CLI-0421,2026-W04,6,26.0,5
CLI-0421,2026-W05,9,22.18,7
CLI-0421,2026-W06,8,19.02,5
CLI-0421,2026-W07,6,25.8,5
CLI-0421,2026-W08,7,21.6,5
CLI-0421,2026-W09,8,23.33,8
CLI-0421,2026-W10,5,28.43,5
CLI-0422,2026-W01,8,20.99,7
CLI-0422,2026-W02,8,23.18,4
CLI-0422,2026-W03,9,24.69,9
CLI-0422,2026-W04,9,28.75,5
CLI-0422,2026-W05,9,21.2,5
CLI-0422,2026-W06,5,30.34,4
CLI-0422,2026-W07,7,19.63,7
CLI-0422,2026-W08,4,23.69,3
CLI-0422,2026-W09,8,14.42,7
CLI-0422,2026-W10,8,19.51,6
CLI-0423,2026-W01,13,19.15,8
CLI-0423,2026-W02,7,17.63,6
CLI-0423,2026-W03,10,20.14,8
CLI-0423,2026-W04,6,25.53,5
CLI-0423,2026-W05,5,25.13,3
CLI-0423,2026-W06,11,24.83,9
CLI-0423,2026-W07,9,26.35,7
CLI-0423,2026-W08,11,28.05,6
CLI-0423,2026-W09,8,26.52,8
CLI-0423,2026-W10,6,25.88,4
CLI-0424,2026-W01,5,20.16,5
CLI-0424,2026-W02,1,24.01,0
CLI-0424,2026-W03,6,27.56,5
CLI-0424,2026-W04,8,27.62,6
CLI-0424,2026-W05,5,27.19,3
CLI-0424,2026-W06,12,25.82,8
CLI-0424,2026-W07,9,22.85,6
CLI-0424,2026-W08,0,2.11,0
CLI-0424,2026-W09,0,2.95,0
CLI-0424,2026-W10,1,4.79,0
CLI-0425,2026-W01,9,24.53,6
CLI-0425,2026-W02,8,22.85,5
CLI-0425,2026-W03,4,20.14,2
CLI-0425,2026-W04,6,18.7,3
CLI-0425,2026-W05,9,17.7,8
CLI-0425,2026-W06,6,11.56,4
CLI-0425,2026-W07,7,16.56,6
CLI-0425,2026-W08,2,5.05,0
CLI-0425,2026-W09,1,4.97,0
CLI-0425,2026-W10,2,5.99,0
CLI-0426,2026-W01,4,15.68,3
CLI-0426,2026-W02,8,17.35,5
CLI-0426,2026-W03,2,28.75,1
CLI-0426,2026-W04,9,24.6,9
CLI-0426,2026-W05,6,24.14,5
CLI-0426,2026-W06,6,23.02,6
CLI-0426,2026-W07,6,29.58,4
CLI-0426,2026-W08,4,28.16,2
CLI-0426,2026-W09,8,19.55,5
CLI-0426,2026-W10,8,25.67,5
CLI-0427,2026-W01,10,23.57,6
CLI-0427,2026-W02,6,22.28,3
CLI-0427,2026-W03,11,28.74,12
CLI-0427,2026-W04,9,25.98,9
CLI-0427,2026-W05,9,27.79,5
CLI-0427,2026-W06,7,15.22,7
CLI-0427,2026-W07,8,17.91,5
CLI-0427,2026-W08,5,18.4,3
CLI-0427,2026-W09,12,22.68,8
CLI-0427,2026-W10,8,15.89,5
CLI-0428,2026-W01,4,17.9,2
CLI-0428,2026-W02,10,23.67,10
CLI-0428,2026-W03,9,25.69,9
CLI-0428,2026-W04,6,28.94,4
CLI-0428,2026-W05,6,29.03,3
CLI-0428,2026-W06,8,13.05,7
CLI-0428,2026-W07,6,13.08,4
CLI-0428,2026-W08,10,21.88,8
CLI-0428,2026-W09,3,23.88,2
CLI-0428,2026-W10,6,14.58,4
CLI-0429,2026-W01,11,22.54,8
CLI-0429,2026-W02,7,20.0,7
CLI-0429,2026-W03,4,15.48,3
CLI-0429,2026-W04,10,19.63,8
CLI-0429,2026-W05,8,11.78,5
CLI-0429,2026-W06,5,25.05,3
CLI-0429,2026-W07,8,30.77,8
CLI-0429,2026-W08,10,20.85,9
CLI-0429,2026-W09,8,20.42,7
CLI-0429,2026-W10,12,27.75,12
CLI-0430,2026-W01,8,23.0,5
CLI-0430,2026-W02,10,24.9,7
CLI-0430,2026-W03,11,11.03,8
CLI-0430,2026-W04,8,19.42,8
CLI-0430,2026-W05,11,29.73,9
CLI-0430,2026-W06,8,29.68,4
CLI-0430,2026-W07,11,22.37,9
CLI-0430,2026-W08,12,21.84,8
CLI-0430,2026-W09,7,26.33,4
CLI-0430,2026-W10,7,22.43,6
CLI-0431,2026-W01,10,22.1,8
CLI-0431,2026-W02,4,23.84,3
CLI-0431,2026-W03,6,26.33,5
CLI-0431,2026-W04,9,29.36,6
CLI-0431,2026-W05,9,27.45,7
CLI-0431,2026-W06,6,26.02,6
CLI-0431,2026-W07,11,18.56,6
CLI-0431,2026-W08,11,19.25,7
CLI-0431,2026-W09,6,23.48,3
CLI-0431,2026-W10,9,26.56,8
CLI-0432,2026-W01,6,24.17,3
CLI-0432,2026-W02,6,14.56,4
CLI-0432,2026-W03,6,18.25,4
CLI-0432,2026-W04,9,27.76,5
CLI-0432,2026-W05,5,23.76,4
CLI-0432,2026-W06,5,25.15,4
CLI-0432,2026-W07,6,16.74,5
CLI-0432,2026-W08,1,3.03,0
CLI-0432,2026-W09,0,1.23,0
CLI-0432,2026-W10,2,5.99,0
CLI-0433,2026-W01,8,14.36,5
CLI-0433,2026-W02,10,18.67,9
CLI-0433,2026-W03,7,33.56,6
CLI-0433,2026-W04,6,25.71,4
CLI-0433,2026-W05,9,23.95,6
CLI-0433,2026-W06,8,23.88,7
CLI-0433,2026-W07,8,21.74,6
CLI-0433,2026-W08,11,15.44,9
CLI-0433,2026-W09,10,26.11,8
CLI-0433,2026-W10,9,27.58,6
CLI-0434,2026-W01,7,12.66,5
CLI-0434,2026-W02,7,17.04,4
CLI-0434,2026-W03,6,15.79,4
CLI-0434,2026-W04,7,19.02,4
CLI-0434,2026-W05,3,25.5,2
CLI-0434,2026-W06,12,25.03,12
CLI-0434,2026-W07,7,21.73,7
CLI-0434,2026-W08,7,22.45,5
CLI-0434,2026-W09,7,17.79,7
CLI-0434,2026-W10,11,14.56,11
CLI-0435,2026-W01,9,21.49,6
CLI-0435,2026-W02,11,23.7,8
CLI-0435,2026-W03,7,20.76,6
CLI-0435,2026-W04,8,16.29,8
CLI-0435,2026-W05,6,13.08,6
CLI-0435,2026-W06,6,22.47,5
CLI-0435,2026-W07,8,12.1,6
CLI-0435,2026-W08,7,24.82,4
CLI-0435,2026-W09,7,18.83,7
CLI-0435,2026-W10,7,19.3,5
CLI-0436,2026-W01,6,22.87,4
CLI-0436,2026-W02,12,18.28,8
CLI-0436,2026-W03,7,21.74,4
CLI-0436,2026-W04,6,27.49,4
CLI-0436,2026-W05,3,19.34,2
CLI-0436,2026-W06,9,20.53,6
CLI-0436,2026-W07,6,24.2,3
CLI-0436,2026-W08,9,23.05,8
CLI-0436,2026-W09,6,24.28,5
CLI-0436,2026-W10,7,25.73,4
CLI-0437,2026-W01,10,8.97,8
CLI-0437,2026-W02,8,13.32,6
CLI-0437,2026-W03,12,19.66,8
CLI-0437,2026-W04,9,21.82,5
CLI-0437,2026-W05,6,17.39,4
CLI-0437,2026-W06,11,26.78,7
CLI-0437,2026-W07,11,22.28,7
CLI-0437,2026-W08,1,4.73,0
CLI-0437,2026-W09,1,3.66,0
CLI-0437,2026-W10,1,3.98,0
CLI-0438,2026-W01,8,22.85,8
CLI-0438,2026-W02,8,30.38,5
CLI-0438,2026-W03,7,25.78,4
CLI-0438,2026-W04,12,28.53,10
CLI-0438,2026-W05,10,20.47,6
CLI-0438,2026-W06,8,15.41,5
CLI-0438,2026-W07,8,23.37,5
CLI-0438,2026-W08,8,27.14,6
CLI-0438,2026-W09,5,30.17,4
CLI-0438,2026-W10,9,21.65,8
CLI-0439,2026-W01,7,24.4,5
CLI-0439,2026-W02,11,22.51,6
CLI-0439,2026-W03,8,22.09,4
CLI-0439,2026-W04,11,20.16,10
CLI-0439,2026-W05,7,29.32,6
CLI-0439,2026-W06,8,27.69,4
CLI-0439,2026-W07,6,20.97,4
CLI-0439,2026-W08,10,18.62,6
CLI-0439,2026-W09,7,23.28,7
CLI-0439,2026-W10,6,19.93,3
CLI-0440,2026-W01,8,22.23,6
CLI-0440,2026-W02,10,29.71,8
CLI-0440,2026-W03,6,22.56,4
CLI-0440,2026-W04,9,29.58,5
CLI-0440,2026-W05,9,23.45,7
CLI-0440,2026-W06,9,25.37,9
CLI-0440,2026-W07,6,22.96,4
CLI-0440,2026-W08,10,20.96,7
CLI-0440,2026-W09,8,20.79,6
CLI-0440,2026-W10,3,22.1,2
CLI-0441,2026-W01,8,19.44,5
CLI-0441,2026-W02,5,17.6,4
CLI-0441,2026-W03,9,31.86,7
CLI-0441,2026-W04,10,15.28,6
CLI-0441,2026-W05,9,18.68,6
CLI-0441,2026-W06,6,19.69,6
CLI-0441,2026-W07,9,26.8,7
CLI-0441,2026-W08,7,21.59,6
CLI-0441,2026-W09,8,24.84,8
CLI-0441,2026-W10,10,15.58,10
CLI-0442,2026-W01,8,16.66,8
CLI-0442,2026-W02,7,20.87,4
CLI-0442,2026-W03,7,18.0,4
CLI-0442,2026-W04,5,11.53,5
CLI-0442,2026-W05,7,19.84,4
CLI-0442,2026-W06,6,28.61,6
CLI-0442,2026-W07,6,29.08,6
CLI-0442,2026-W08,11,12.25,10
CLI-0442,2026-W09,8,20.0,5
CLI-0442,2026-W10,2,14.78,1
CLI-0443,2026-W01,9,32.1,8
CLI-0443,2026-W02,9,23.62,9
CLI-0443,2026-W03,7,30.41,7
CLI-0443,2026-W04,12,19.07,10
CLI-0443,2026-W05,4,11.51,2
CLI-0443,2026-W06,10,21.76,9
CLI-0443,2026-W07,8,13.05,5
CLI-0443,2026-W08,6,20.52,6
CLI-0443,2026-W09,8,20.01,4
CLI-0443,2026-W10,5,18.08,3
CLI-0444,2026-W01,10,23.22,7
CLI-0444,2026-W02,9,17.51,6
CLI-0444,2026-W03,2,19.38,1
CLI-0444,2026-W04,6,23.75,5
CLI-0444,2026-W05,14,25.48,11
CLI-0444,2026-W06,13,24.84,12
CLI-0444,2026-W07,6,23.74,6
CLI-0444,2026-W08,11,31.15,9
CLI-0444,2026-W09,6,23.27,3
CLI-0444,2026-W10,5,26.12,3
CLI-0445,2026-W01,11,22.2,7
CLI-0445,2026-W02,6,23.8,5
CLI-0445,2026-W03,8,22.41,8
CLI-0445,2026-W04,8,21.13,8
CLI-0445,2026-W05,9,25.68,8
CLI-0445,2026-W06,6,16.95,5
CLI-0445,2026-W07,7,25.68,6
CLI-0445,2026-W08,8,18.78,5
CLI-0445,2026-W09,8,20.35,6
CLI-0445,2026-W10,9,23.67,7
CLI-0446,2026-W01,7,23.16,5
CLI-0446,2026-W02,10,19.15,9
CLI-0446,2026-W03,8,21.65,6
CLI-0446,2026-W04,8,18.73,5
CLI-0446,2026-W05,8,27.54,7
CLI-0446,2026-W06,6,15.35,5
CLI-0446,2026-W07,5,16.15,3
CLI-0446,2026-W08,9,14.97,9
CLI-0446,2026-W09,7,25.09,5
CLI-0446,2026-W10,8,20.07,7
CLI-0447,2026-W01,8,22.54,8
CLI-0447,2026-W02,7,20.95,6
CLI-0447,2026-W03,12,26.05,7
CLI-0447,2026-W04,12,19.52,10
CLI-0447,2026-W05,7,15.34,4
CLI-0447,2026-W06,6,31.51,5
CLI-0447,2026-W07,6,31.6,5
CLI-0447,2026-W08,0,2.88,0
CLI-0447,2026-W09,1,5.21,0
CLI-0447,2026-W10,2,6.94,0
CLI-0448,2026-W01,7,21.33,6
CLI-0448,2026-W02,7,17.43,7
CLI-0448,2026-W03,6,27.14,3
CLI-0448,2026-W04,4,30.09,2
CLI-0448,2026-W05,7,18.14,7
CLI-0448,2026-W06,9,29.43,7
CLI-0448,2026-W07,10,24.51,8
CLI-0448,2026-W08,10,13.42,9
CLI-0448,2026-W09,6,17.44,4
CLI-0448,2026-W10,10,20.08,8
CLI-0449,2026-W01,9,24.68,5
CLI-0449,2026-W02,6,19.07,4
CLI-0449,2026-W03,10,18.12,9
CLI-0449,2026-W04,8,18.09,8
CLI-0449,2026-W05,7,21.77,6
CLI-0449,2026-W06,6,17.2,3
CLI-0449,2026-W07,8,17.78,6
CLI-0449,2026-W08,0,1.34,0
CLI-0449,2026-W09,0,3.12,0
CLI-0449,2026-W10,1,2.53,0
CLI-0450,2026-W01,12,16.98,10
CLI-0450,2026-W02,10,18.39,7
CLI-0450,2026-W03,6,18.28,4
CLI-0450,2026-W04,7,24.9,5
CLI-0450,2026-W05,9,17.28,7
CLI-0450,2026-W06,6,17.42,4
CLI-0450,2026-W07,7,20.95,5
CLI-0450,2026-W08,6,23.35,4
CLI-0450,2026-W09,12,19.48,7
CLI-0450,2026-W10,7,24.8,5
CLI-0451,2026-W01,6,25.34,6
CLI-0451,2026-W02,6,31.16,4
CLI-0451,2026-W03,8,18.9,5
CLI-0451,2026-W04,6,19.43,4
CLI-0451,2026-W05,10,15.66,7
CLI-0451,2026-W06,6,19.19,5
CLI-0451,2026-W07,7,20.64,6
CLI-0451,2026-W08,5,20.0,3
CLI-0451,2026-W09,7,18.86,4
CLI-0451,2026-W10,9,26.6,6
CLI-0452,2026-W01,7,23.15,4
CLI-0452,2026-W02,3,19.89,1
CLI-0452,2026-W03,10,19.88,10
CLI-0452,2026-W04,6,33.39,5
CLI-0452,2026-W05,11,24.34,7
CLI-0452,2026-W06,10,10.87,8
CLI-0452,2026-W07,6,19.65,4
CLI-0452,2026-W08,7,19.55,7
CLI-0452,2026-W09,2,23.93,1
CLI-0452,2026-W10,9,30.01,7
CLI-0453,2026-W01,6,17.65,4
CLI-0453,2026-W02,2,20.53,1
CLI-0453,2026-W03,9,18.94,9
CLI-0453,2026-W04,12,20.72,11
CLI-0453,2026-W05,8,15.18,6
CLI-0453,2026-W06,8,12.1,5
CLI-0453,2026-W07,9,25.62,6
CLI-0453,2026-W08,10,16.9,9
CLI-0453,2026-W09,8,24.82,7
CLI-0453,2026-W10,8,17.67,5
CLI-0454,2026-W01,3,23.73,1
CLI-0454,2026-W02,7,19.17,4
CLI-0454,2026-W03,9,21.78,9
CLI-0454,2026-W04,5,12.34,4
CLI-0454,2026-W05,5,33.97,4
CLI-0454,2026-W06,9,22.94,9
CLI-0454,2026-W07,7,20.76,6
CLI-0454,2026-W08,10,19.55,6
CLI-0454,2026-W09,9,20.26,8
CLI-0454,2026-W10,11,25.71,7
CLI-0455,2026-W01,10,19.08,7
CLI-0455,2026-W02,10,20.44,8
CLI-0455,2026-W03,8,30.18,8
CLI-0455,2026-W04,5,23.02,4
CLI-0455,2026-W05,8,24.6,6
CLI-0455,2026-W06,7,32.43,4
CLI-0455,2026-W07,5,29.29,5
CLI-0455,2026-W08,10,31.5,10
CLI-0455,2026-W09,4,17.66,2
CLI-0455,2026-W10,10,12.61,9
CLI-0456,2026-W01,4,19.56,2
CLI-0456,2026-W02,8,29.96,6
CLI-0456,2026-W03,7,18.96,5
CLI-0456,2026-W04,8,24.35,4
CLI-0456,2026-W05,8,21.11,8
CLI-0456,2026-W06,4,17.41,3
CLI-0456,2026-W07,10,22.94,6
CLI-0456,2026-W08,1,6.07,0
CLI-0456,2026-W09,0,3.67,0
CLI-0456,2026-W10,0,1.48,0
CLI-0457,2026-W01,8,21.06,6
CLI-0457,2026-W02,5,22.91,4
CLI-0457,2026-W03,5,22.83,3
CLI-0457,2026-W04,10,20.59,8
CLI-0457,2026-W05,5,21.37,4
CLI-0457,2026-W06,6,24.97,4
CLI-0457,2026-W07,7,30.55,5
CLI-0457,2026-W08,10,21.23,10
CLI-0457,2026-W09,9,20.03,6
CLI-0457,2026-W10,8,20.19,6
CLI-0458,2026-W01,9,29.16,7
CLI-0458,2026-W02,9,26.61,8
CLI-0458,2026-W03,9,24.76,9
CLI-0458,2026-W04,5,30.5,5
CLI-0458,2026-W05,11,20.83,9
CLI-0458,2026-W06,7,25.06,5
CLI-0458,2026-W07,9,20.99,7
CLI-0458,2026-W08,5,23.53,4
CLI-0458,2026-W09,9,25.63,6
CLI-0458,2026-W10,8,20.64,6
CLI-0459,2026-W01,9,22.33,6
CLI-0459,2026-W02,7,21.1,7
CLI-0459,2026-W03,4,21.09,3
CLI-0459,2026-W04,9,23.7,5
CLI-0459,2026-W05,11,20.69,9
CLI-0459,2026-W06,8,25.96,7
CLI-0459,2026-W07,12,22.72,9
CLI-0459,2026-W08,5,26.24,3
CLI-0459,2026-W09,11,20.39,7
CLI-0459,2026-W10,9,28.14,9
CLI-0460,2026-W01,10,22.63,7
CLI-0460,2026-W02,6,21.59,3
CLI-0460,2026-W03,8,26.54,5
CLI-0460,2026-W04,8,20.1,7
CLI-0460,2026-W05,9,26.3,7
CLI-0460,2026-W06,8,17.82,8
CLI-0460,2026-W07,7,26.74,7
CLI-0460,2026-W08,5,11.53,5
CLI-0460,2026-W09,11,24.56,7
CLI-0460,2026-W10,9,16.62,9
CLI-0461,2026-W01,9,23.38,6
CLI-0461,2026-W02,4,29.12,3
CLI-0461,2026-W03,8,20.02,7
CLI-0461,2026-W04,7,11.92,7
CLI-0461,2026-W05,9,23.31,6
CLI-0461,2026-W06,7,28.39,4
CLI-0461,2026-W07,5,19.02,4
CLI-0461,2026-W08,6,20.61,5
CLI-0461,2026-W09,8,24.15,8
CLI-0461,2026-W10,7,17.61,4
CLI-0462,2026-W01,11,34.06,10
CLI-0462,2026-W02,8,18.22,7
CLI-0462,2026-W03,10,14.77,9
CLI-0462,2026-W04,7,18.52,5
CLI-0462,2026-W05,5,20.6,3
CLI-0462,2026-W06,6,22.06,3
CLI-0462,2026-W07,8,18.89,8
CLI-0462,2026-W08,1,4.59,0
CLI-0462,2026-W09,1,4.03,0
CLI-0462,2026-W10,0,1.65,0
CLI-0463,2026-W01,9,28.94,7
CLI-0463,2026-W02,5,19.63,3
CLI-0463,2026-W03,11,20.71,11
CLI-0463,2026-W04,2,20.99,1
CLI-0463,2026-W05,8,8.91,6
CLI-0463,2026-W06,10,18.43,6
CLI-0463,2026-W07,8,20.87,6
CLI-0463,2026-W08,5,16.65,5
CLI-0463,2026-W09,6,27.43,3
CLI-0463,2026-W10,7,19.39,4
CLI-0464,2026-W01,6,27.98,6
CLI-0464,2026-W02,10,27.92,9
CLI-0464,2026-W03,8,23.45,6
CLI-0464,2026-W04,5,20.77,5
CLI-0464,2026-W05,6,12.87,5
CLI-0464,2026-W06,10,18.52,10
CLI-0464,2026-W07,10,26.41,9
CLI-0464,2026-W08,2,5.85,0
CLI-0464,2026-W09,0,3.84,0
CLI-0464,2026-W10,0,2.64,0
CLI-0465,2026-W01,6,17.34,4
CLI-0465,2026-W02,8,23.09,6
CLI-0465,2026-W03,6,14.81,6
CLI-0465,2026-W04,5,27.98,5
CLI-0465,2026-W05,6,20.31,6
CLI-0465,2026-W06,10,16.39,8
CLI-0465,2026-W07,6,18.16,4
CLI-0465,2026-W08,11,31.97,8
CLI-0465,2026-W09,9,25.92,9
CLI-0465,2026-W10,6,31.74,6
CLI-0466,2026-W01,8,26.27,5
CLI-0466,2026-W02,7,20.66,6
CLI-0466,2026-W03,11,24.7,7
CLI-0466,2026-W04,10,23.28,8
CLI-0466,2026-W05,6,19.08,4
CLI-0466,2026-W06,8,18.87,6
CLI-0466,2026-W07,5,28.01,3
CLI-0466,2026-W08,6,22.69,6
CLI-0466,2026-W09,8,19.06,6
CLI-0466,2026-W10,10,16.41,6
CLI-0467,2026-W01,8,23.23,7
CLI-0467,2026-W02,7,15.52,7
CLI-0467,2026-W03,9,25.72,5
CLI-0467,2026-W04,6,25.54,5
CLI-0467,2026-W05,8,15.6,7
CLI-0467,2026-W06,6,27.69,5
CLI-0467,2026-W07,8,19.18,7
CLI-0467,2026-W08,6,19.42,4
CLI-0467,2026-W09,7,17.77,5
CLI-0467,2026-W10,4,27.7,3
CLI-0468,2026-W01,9,15.63,9
CLI-0468,2026-W02,8,17.49,6
CLI-0468,2026-W03,7,20.28,7
CLI-0468,2026-W04,7,32.01,4
CLI-0468,2026-W05,7,17.96,6
CLI-0468,2026-W06,6,27.22,3
CLI-0468,2026-W07,4,18.19,2
CLI-0468,2026-W08,10,23.22,10
CLI-0468,2026-W09,8,32.66,7
CLI-0468,2026-W10,8,18.46,7
CLI-0469,2026-W01,7,16.32,5
CLI-0469,2026-W02,10,24.87,9
CLI-0469,2026-W03,10,28.06,10
CLI-0469,2026-W04,7,17.28,7
CLI-0469,2026-W05,7,17.64,4
CLI-0469,2026-W06,8,27.66,8
CLI-0469,2026-W07,7,22.75,4
CLI-0469,2026-W08,7,26.01,6
CLI-0469,2026-W09,6,11.02,4
CLI-0469,2026-W10,8,26.94,7
CLI-0470,2026-W01,8,18.8,6
CLI-0470,2026-W02,5,24.47,5
CLI-0470,2026-W03,8,21.37,5
CLI-0470,2026-W04,11,17.27,8
CLI-0470,2026-W05,11,22.16,12
CLI-0470,2026-W06,4,21.1,2
CLI-0470,2026-W07,9,20.17,8
CLI-0470,2026-W08,5,21.18,5
CLI-0470,2026-W09,6,24.46,5
CLI-0470,2026-W10,9,16.72,8
CLI-0471,2026-W01,6,25.78,6
CLI-0471,2026-W02,6,16.59,3
CLI-0471,2026-W03,5,23.76,4
CLI-0471,2026-W04,8,18.58,6
CLI-0471,2026-W05,8,29.64,7
CLI-0471,2026-W06,6,12.24,5
CLI-0471,2026-W07,8,21.45,6
CLI-0471,2026-W08,1,7.37,0
CLI-0471,2026-W09,1,2.3,0
CLI-0471,2026-W10,1,7.72,0
CLI-0472,2026-W01,9,25.38,9
CLI-0472,2026-W02,10,22.09,9
CLI-0472,2026-W03,9,25.59,6
CLI-0472,2026-W04,9,20.39,5
CLI-0472,2026-W05,8,19.06,5
CLI-0472,2026-W06,8,16.16,8
CLI-0472,2026-W07,6,20.59,5
CLI-0472,2026-W08,0,1.48,0
CLI-0472,2026-W09,1,3.55,0
CLI-0472,2026-W10,1,3.36,0
CLI-0473,2026-W01,10,26.69,7
CLI-0473,2026-W02,9,22.77,9
CLI-0473,2026-W03,8,27.94,5
CLI-0473,2026-W04,10,28.67,9
CLI-0473,2026-W05,8,24.77,6
CLI-0473,2026-W06,10,18.88,9
CLI-0473,2026-W07,7,22.08,4
CLI-0473,2026-W08,9,26.58,6
CLI-0473,2026-W09,7,14.46,4
CLI-0473,2026-W10,8,17.41,5
CLI-0474,2026-W01,5,15.68,4
CLI-0474,2026-W02,8,28.81,5
CLI-0474,2026-W03,8,23.06,6
CLI-0474,2026-W04,10,14.28,9
CLI-0474,2026-W05,9,21.94,6
CLI-0474,2026-W06,9,19.58,7
CLI-0474,2026-W07,6,22.7,4
CLI-0474,2026-W08,11,26.3,7
CLI-0474,2026-W09,6,15.3,5
CLI-0474,2026-W10,4,28.58,3
CLI-0475,2026-W01,6,20.37,4
CLI-0475,2026-W02,10,13.93,7
CLI-0475,2026-W03,10,20.73,9
CLI-0475,2026-W04,5,20.76,4
CLI-0475,2026-W05,6,24.2,6
CLI-0475,2026-W06,6,12.44,4
CLI-0475,2026-W07,7,15.22,5
CLI-0475,2026-W08,8,16.06,5
CLI-0475,2026-W09,7,22.91,5
CLI-0475,2026-W10,7,23.25,6
CLI-0476,2026-W01,9,16.21,5
CLI-0476,2026-W02,7,5.35,6
CLI-0476,2026-W03,8,20.5,7
CLI-0476,2026-W04,6,23.58,4
CLI-0476,2026-W05,10,19.62,10
CLI-0476,2026-W06,6,22.83,4
CLI-0476,2026-W07,5,18.7,3
CLI-0476,2026-W08,10,22.31,10
CLI-0476,2026-W09,4,13.02,3
CLI-0476,2026-W10,8,26.31,4
CLI-0477,2026-W01,4,24.25,2
CLI-0477,2026-W02,10,31.44,8
CLI-0477,2026-W03,8,24.53,8
CLI-0477,2026-W04,3,32.5,2
CLI-0477,2026-W05,6,17.33,6
CLI-0477,2026-W06,7,29.56,6
CLI-0477,2026-W07,12,22.63,10
CLI-0477,2026-W08,9,22.22,6
CLI-0477,2026-W09,5,29.38,3
CLI-0477,2026-W10,6,29.68,5
CLI-0478,2026-W01,10,25.07,8
CLI-0478,2026-W02,11,33.16,9
CLI-0478,2026-W03,7,17.96,7
CLI-0478,2026-W04,4,33.22,2
CLI-0478,2026-W05,7,27.68,6
CLI-0478,2026-W06,6,29.69,5
CLI-0478,2026-W07,6,16.04,6
CLI-0478,2026-W08,1,5.03,0
CLI-0478,2026-W09,1,4.38,0
CLI-0478,2026-W10,1,3.63,0
CLI-0479,2026-W01,6,19.08,4
CLI-0479,2026-W02,12,23.13,11
CLI-0479,2026-W03,4,19.4,3
CLI-0479,2026-W04,8,31.23,7
CLI-0479,2026-W05,10,17.39,8
CLI-0479,2026-W06,12,21.84,12
CLI-0479,2026-W07,10,16.22,6
CLI-0479,2026-W08,3,14.96,1
CLI-0479,2026-W09,1,32.56,0
CLI-0479,2026-W10,8,17.38,5
CLI-0480,2026-W01,8,22.95,7
CLI-0480,2026-W02,9,28.05,7
CLI-0480,2026-W03,7,17.6,6
CLI-0480,2026-W04,9,26.01,6
CLI-0480,2026-W05,8,32.89,5
CLI-0480,2026-W06,7,17.5,6
CLI-0480,2026-W07,8,18.63,8
CLI-0480,2026-W08,8,17.83,7
CLI-0480,2026-W09,7,31.45,4
CLI-0480,2026-W10,7,18.01,7
CLI-0481,2026-W01,10,16.74,9
CLI-0481,2026-W02,6,24.88,4
CLI-0481,2026-W03,9,28.1,9
CLI-0481,2026-W04,6,24.98,6
CLI-0481,2026-W05,7,18.97,4
CLI-0481,2026-W06,10,19.25,7
CLI-0481,2026-W07,8,22.78,4
CLI-0481,2026-W08,5,26.83,4
CLI-0481,2026-W09,9,12.07,7
CLI-0481,2026-W10,8,18.14,6
CLI-0482,2026-W01,10,14.77,9
CLI-0482,2026-W02,7,23.81,4
CLI-0482,2026-W03,8,25.81,5
CLI-0482,2026-W04,4,30.26,2
CLI-0482,2026-W05,9,28.8,7
CLI-0482,2026-W06,9,21.94,5
CLI-0482,2026-W07,5,19.18,4
CLI-0482,2026-W08,11,28.93,9
CLI-0482,2026-W09,6,7.91,4
CLI-0482,2026-W10,7,20.56,5
CLI-0483,2026-W01,7,24.64,6
CLI-0483,2026-W02,9,26.95,6
CLI-0483,2026-W03,8,13.0,7
CLI-0483,2026-W04,7,33.52,5
CLI-0483,2026-W05,8,23.84,6
CLI-0483,2026-W06,8,24.08,7
CLI-0483,2026-W07,3,20.8,1
CLI-0483,2026-W08,7,28.41,4
CLI-0483,2026-W09,8,13.77,8
CLI-0483,2026-W10,8,17.98,5
CLI-0484,2026-W01,5,17.83,3
CLI-0484,2026-W02,9,28.29,6
CLI-0484,2026-W03,8,25.16,4
